"","V1","V2"
"1",0.580118515170735,0.287984297787454
"2",0.966934599872646,0.0308108716453299
"3",0.580069150946192,0.287982578743688
"4",0.966888477545833,0.0308597123226447
"5",0.966867301694816,0.0308821357953764
"6",0.966671123614469,0.0310671166850891
"7",0.966356494146754,0.0313623876439898
"8",0.966185309476628,0.0315240100388628
"9",0.965626373503708,0.032071216408878
"10",0.958144646121954,0.0398287064109565
"11",0.951929209540023,0.0467781411614785
"12",0.937028124560442,0.0615978732842041
"13",0.912614147835992,0.0838842605137266
"14",0.612905244025487,0.291433951460131
"15",0.854304817031316,0.133640283921478
"16",0.912793766931022,0.0831629832197827
"17",0.87185511034289,0.119039251045703
"18",0.884939225382101,0.108074806102099
"19",0.995950078949195,0.00396607257877344
"20",0.994247659409616,0.00561815543975224
"21",0.991220505933109,0.0085379020153754
"22",0.990176394567454,0.00949926991679613
"23",0.993078013111248,0.00668411788635199
"24",0.987725779221769,0.0118282148086232
"25",0.958542043969814,0.0387881874596083
"26",0.981719592710785,0.0174409051425937
"27",0.985340658470211,0.0139968556432893
"28",0.987056767026599,0.0125181668608204
"29",0.98747141820097,0.0122591172286813
"30",0.98922724508136,0.0105480532474538
"31",0.980321035195413,0.0191234173782073
"32",0.976443335956149,0.0230583252079645
"33",0.963086079028091,0.035837441619521
"34",0.61258450754763,0.291409800543517
"35",0.612553718615434,0.291407669113337
"36",0.612583081022192,0.291405570429124
"37",0.863975355426886,0.124156101678744
"38",0.898627452443957,0.0948877766004442
"39",0.933100520958993,0.0638243282978982
"40",0.935618206972991,0.0620813113375157
"41",0.970645533868149,0.0287401938261941
"42",0.987223308277343,0.0126022556892471
"43",0.989538788584051,0.0102806512613446
"44",0.992697905303676,0.00715473968644196
"45",0.993890509252533,0.00598303130505486
"46",0.986550367266566,0.0131120794794909
"47",0.98352104455428,0.0160274417166862
"48",0.990611155973575,0.0092213747059462
"49",0.997174437807989,0.00278985338126202
"50",0.997439560218008,0.00251440480553213
"51",0.996038342668342,0.00392419520923726
