"","V1","V2"
"1",0.921633588371676,0.214192578101408
"2",0.970956309995503,0.0805000413386527
"3",0.921632414924812,0.214196994618312
"4",0.970956097091837,0.0805008963150321
"5",0.970956736947341,0.0804982751414455
"6",0.970748341640814,0.0809815940603984
"7",0.98712543075231,0.0329705744279987
"8",0.987046950725332,0.0331677106230679
"9",0.989189956090972,0.026984251862481
"10",0.992070009697521,0.0192992769429144
"11",0.993374861372305,0.0163010610557595
"12",0.994389284484341,0.0137823405481603
"13",0.994641093031995,0.0130229295829321
"14",0.988907399978419,0.0269002393566823
"15",0.995626449669603,0.0105150458593382
"16",0.996466264802428,0.00849618483521164
"17",0.997209451386967,0.00667658346265414
"18",0.997658906469786,0.00557534959097635
"19",0.998024587860486,0.00473367073271194
"20",0.994919489237156,0.0123464347355904
"21",0.995352397041538,0.0113610618518289
"22",0.995271289531767,0.0115763023833861
"23",0.995709844997566,0.0104732504397936
"24",0.997646228354588,0.00566991684989486
"25",0.980366886457759,0.0520414623504894
"26",0.997318351364552,0.00642733661347292
"27",0.998018832455753,0.0047547421988567
"28",0.998222244470286,0.00427142751942181
"29",0.997809239555012,0.00525901530504564
"30",0.998518899653849,0.00355687653064483
"31",0.998925884663816,0.00256634756550872
"32",0.999039396352091,0.00229909137958903
"33",0.998922618118854,0.00258146158574682
"34",0.955801747337279,0.121342115887086
"35",0.955801620856966,0.121342648204685
"36",0.98953778264635,0.0255334723662246
"37",0.996974028520654,0.0072371892714194
"38",0.998130869165889,0.00447978582591583
"39",0.998637965573004,0.00326408540918991
"40",0.998931510082103,0.0025545506809852
"41",0.999112451486509,0.00212580064433737
"42",0.998667201352714,0.0031943427182842
"43",0.9992474895136,0.00180288078252312
"44",0.999408272363319,0.00141728482242453
"45",0.999461916485198,0.00128448012291102
"46",0.999640441206267,0.000858995386337597
"47",0.997874339940886,0.00508170387248673
"48",0.999611596913994,0.000928485180150637
"49",0.999730783784036,0.000643988391664251
"50",0.999824160816901,0.00042055642273202
"51",0.99985579284574,0.000344063602440329
