"","V1","V2"
"1",0.144785900514572,0.140804903788951
"2",0.289568706342475,0.268143204484565
"3",0.144785900514572,0.140804903788951
"4",0.289568706342475,0.268143204484565
"5",0.289568706342475,0.268143204484565
"6",0.289568706342475,0.268143204484565
"7",0.434351512169333,0.369062635359307
"8",0.434351512169333,0.369062635359307
"9",0.659301731622782,0.418512219805509
"10",0.657348287945072,0.417960541400464
"11",0.917800845145882,0.161526201622248
"12",0.986057224043381,0.0245657290094397
"13",0.976049448566165,0.0378511516981342
"14",0.374261218500904,0.331531931639628
"15",0.96161830411252,0.0669346837586263
"16",0.984415759431015,0.0275856720743845
"17",0.997002756071374,0.00541352571204892
"18",0.995787857682291,0.007640001294337
"19",0.980032578244238,0.0327192451035455
"20",0.978504072321377,0.0367444404287121
"21",0.996087375653145,0.00689498650046609
"22",0.997556813828864,0.00434683991262887
"23",0.995358911741666,0.00839536037561084
"24",0.998243148285561,0.00313901464439669
"25",3.09468656437525e-06,3.09466338954204e-06
"26",0.986580943344323,0.0234607036730108
"27",0.998918281066965,0.00193208593706091
"28",0.997516714189689,0.00442726922262694
"29",0.995675570797249,0.00774804112813508
"30",0.993173589867097,0.0122175883872226
"31",0.999676533683526,0.000576012919260142
"32",0.995486802340845,0.00796228984215037
"33",0.998991605759453,0.00181008904687546
"34",0.229478412673105,0.217596883577652
"35",0.229478412673105,0.217596883577652
"36",0.490801917468603,0.390662048359033
"37",0.941646000526274,0.0943043094056227
"38",0.988402545622783,0.0205545499898876
"39",0.992634071939839,0.012867344694913
"40",0.998622748523696,0.00244878952090683
"41",0.999297620804664,0.00125145542232999
"42",0.997473743309391,0.00451080333484831
"43",0.999888350048763,0.000200197656056883
"44",0.999669755947672,0.000590515946833523
"45",0.998948544148525,0.00188711462704924
"46",0.99962906644125,0.000660943265059102
"47",0.995244437476689,0.00818469343477061
"48",0.999158066153618,0.00150296777324536
"49",0.999945351013765,9.78740558065013e-05
"50",0.999947378290098,9.43706231536338e-05
"51",0.999991808701203,1.46532801039913e-05
